release_date,title,production_budget,domestic_gross,worldwide_gross,studio,foreign_gross,release_season,profit
1997-12-12 00:00:00,Amistad,40000000.0,1400000.0,58250151.0,unknown,18700000.0,Winter,18250151.0
unknown,Amityville: The Awakening,17000000.0,700.0,7700700.0,W/Dim.,7700000.0,Winter,-9299300.0
2015-08-14 00:00:00,Amnesiac,3000000.0,1400000.0,0.0,unknown,18700000.0,Summer,-3000000.0
1999-03-26 00:00:00,Among Giants,4000000.0,1400000.0,64359.0,unknown,18700000.0,Spring,-3935641.0
2001-03-30 00:00:00,Amores Perros,2000000.0,1400000.0,20883834.0,unknown,18700000.0,Spring,18883834.0
unknown,Amour,17000000.0,6700000.0,19800000.0,SPC,13100000.0,Winter,2800000.0
2012-12-19 00:00:00,Amour,9700000.0,1400000.0,36787044.0,unknown,18700000.0,Winter,27087044.0
unknown,Amour Fou,17000000.0,13700.0,18713700.0,FM,18700000.0,Winter,1713700.0
unknown,Amy,17000000.0,8400000.0,27100000.0,A24,18700000.0,Winter,10100000.0
unknown,An Actor Prepares,17000000.0,1700.0,18701700.0,Grav.,18700000.0,Winter,1701700.0
1998-02-27 00:00:00,An Alan Smithee Film: Burn Hollywood Burn,10000000.0,1400000.0,45779.0,unknown,18700000.0,Winter,-9954221.0
2008-10-03 00:00:00,An American Carol,20000000.0,1400000.0,7022183.0,unknown,18700000.0,Fall,-12977817.0
2006-05-05 00:00:00,An American Haunting,14000000.0,1400000.0,30443277.0,unknown,18700000.0,Spring,16443277.0
2014-07-18 00:00:00,An American in Hollywood,125000.0,1400000.0,0.0,unknown,18700000.0,Summer,-125000.0
2009-10-09 00:00:00,An Education,7500000.0,1400000.0,29652736.0,unknown,18700000.0,Fall,22152736.0
2000-12-22 00:00:00,An Everlasting Piece,4000000.0,1400000.0,75078.0,unknown,18700000.0,Winter,-3924922.0
unknown,An Eye for Beauty,17000000.0,9000.0,18709000.0,MR,18700000.0,Winter,1709000.0
1999-06-18 00:00:00,An Ideal Husband,10700000.0,1400000.0,31341183.0,unknown,18700000.0,Summer,20641183.0
2017-07-28 00:00:00,An Inconvenient Sequel,1000000.0,1400000.0,5839322.0,unknown,18700000.0,Summer,4839322.0
unknown,An Inconvenient Sequel: Truth to Power,17000000.0,3500000.0,5400000.0,Par.,1900000.0,Winter,-11600000.0
2006-05-24 00:00:00,An Inconvenient Truth,1000000.0,1400000.0,53365925.0,unknown,18700000.0,Spring,52365925.0
unknown,An Invisible Sign,17000000.0,1300.0,18701300.0,IFC,18700000.0,Winter,1701300.0
2005-09-09 00:00:00,An Unfinished Life,30000000.0,1400000.0,18535575.0,unknown,18700000.0,Fall,-11464425.0
1997-04-11 00:00:00,Anaconda,45000000.0,1400000.0,136998907.0,unknown,18700000.0,Spring,91998907.0
2004-08-27 00:00:00,Anacondas: The Hunt for the Blood Orchid,25000000.0,1400000.0,70326393.0,unknown,18700000.0,Summer,45326393.0
2002-12-06 00:00:00,Analyze That,60000000.0,1400000.0,54994757.0,unknown,18700000.0,Winter,-5005243.0
1999-03-05 00:00:00,Analyze This,30000000.0,1400000.0,176885658.0,unknown,18700000.0,Spring,146885658.0
1997-11-14 00:00:00,Anastasia,53000000.0,1400000.0,139801096.0,unknown,18700000.0,Fall,86801096.0
2000-09-08 00:00:00,Anatomie,2500000.0,1400000.0,9598.0,unknown,18700000.0,Fall,-2490402.0
unknown,Anchor Baby,17000000.0,15800.0,176800.0,AGF,161000.0,Winter,-16823200.0
unknown,Anchorman 2: The Legend Continues,17000000.0,125200000.0,171500000.0,Par.,46300000.0,Winter,154500000.0
2013-12-18 00:00:00,Anchorman 2: The Legend Continues,50000000.0,1400000.0,172185754.0,unknown,18700000.0,Winter,122185754.0
2004-07-09 00:00:00,Anchorman: The Legend of Ron Burgundy,25000000.0,1400000.0,89476265.0,unknown,18700000.0,Summer,64476265.0
unknown,And So It Goes,17000000.0,15200000.0,25400000.0,CE,10200000.0,Winter,8400000.0
2014-07-25 00:00:00,And So It Goes,18000000.0,1400000.0,17920013.0,unknown,18700000.0,Summer,-79987.0
2007-06-01 00:00:00,And Then Came Love,989000.0,1400000.0,8158.0,unknown,18700000.0,Summer,-980842.0
2008-06-06 00:00:00,And When Did You Last See Your Father?,8000000.0,1400000.0,2476491.0,unknown,18700000.0,Summer,-5523509.0
2010-12-31 00:00:00,Anderson's Cross,300000.0,1400000.0,0.0,unknown,18700000.0,Winter,-300000.0
unknown,Andhadhun,17000000.0,1200000.0,19900000.0,Eros,18700000.0,Winter,2900000.0
unknown,Anesthesia,17000000.0,32200.0,18732200.0,IFC,18700000.0,Winter,1732200.0
2001-05-18 00:00:00,Angel Eyes,38000000.0,1400000.0,29544532.0,unknown,18700000.0,Spring,-8455468.0
1999-12-24 00:00:00,Angela's Ashes,25000000.0,1400000.0,13038660.0,unknown,18700000.0,Winter,-11961340.0
2009-05-15 00:00:00,Angels & Demons,150000000.0,1400000.0,490875846.0,unknown,18700000.0,Spring,340875846.0
2003-04-11 00:00:00,Anger Management,56000000.0,1400000.0,195660942.0,unknown,18700000.0,Spring,139660942.0
unknown,Animal Kingdom,17000000.0,1000000.0,6700000.0,SPC,5700000.0,Winter,-10300000.0
2010-08-13 00:00:00,Animal Kingdom,4200000.0,1400000.0,8078683.0,unknown,18700000.0,Summer,3878683.0
2008-12-31 00:00:00,Animals,5500000.0,1400000.0,0.0,unknown,18700000.0,Winter,-5500000.0
unknown,Anjaana Anjaani,17000000.0,855000.0,1616000.0,Eros,761000.0,Winter,-15384000.0
unknown,Anna,17000000.0,4300.0,18704300.0,VE,18700000.0,Winter,1704300.0
2014-06-06 00:00:00,Anna,4357373.0,1400000.0,1200000.0,unknown,18700000.0,Summer,-3157373.0
unknown,Anna Karenina,17000000.0,12800000.0,68900000.0,Focus,56100000.0,Winter,51900000.0
2012-11-16 00:00:00,Anna Karenina,49000000.0,1400000.0,71004627.0,unknown,18700000.0,Fall,22004627.0
1999-12-17 00:00:00,Anna and the King,75000000.0,1400000.0,39251128.0,unknown,18700000.0,Winter,-35748872.0
unknown,Annabelle,17000000.0,84300000.0,257100000.0,WB (NL),172800000.0,Winter,240100000.0
2014-10-03 00:00:00,Annabelle,6500000.0,1400000.0,256862920.0,unknown,18700000.0,Fall,250362920.0
unknown,Annabelle: Creation,17000000.0,102100000.0,306500000.0,WB (NL),204400000.0,Winter,289500000.0
2017-08-11 00:00:00,Annabelle: Creation,15000000.0,1400000.0,305384865.0,unknown,18700000.0,Summer,290384865.0
2014-12-19 00:00:00,Annie,65000000.0,1400000.0,139829625.0,unknown,18700000.0,Winter,74829625.0
unknown,Annie (2014),17000000.0,85900000.0,133800000.0,Sony,47900000.0,Winter,116800000.0
1950-05-17 00:00:00,Annie Get Your Gun,3768785.0,1400000.0,8000000.0,unknown,18700000.0,Spring,4231215.0
1977-04-20 00:00:00,Annie Hall,4000000.0,1400000.0,38251425.0,unknown,18700000.0,Spring,34251425.0
2018-02-23 00:00:00,Annihilation,55000000.0,1400000.0,43070915.0,unknown,18700000.0,Winter,-11929085.0
unknown,Anomalisa,17000000.0,3800000.0,5700000.0,Par.,1900000.0,Winter,-11300000.0
2015-12-30 00:00:00,Anomalisa,8000000.0,1400000.0,5706168.0,unknown,18700000.0,Winter,-2293832.0
unknown,Anonymous,17000000.0,4500000.0,15400000.0,Sony,10900000.0,Winter,-1600000.0
2011-10-28 00:00:00,Anonymous,27500000.0,1400000.0,15815509.0,unknown,18700000.0,Fall,-11684491.0
unknown,Another Earth,17000000.0,1300000.0,1756000.0,FoxS,456000.0,Winter,-15244000.0
2011-07-22 00:00:00,Another Earth,175000.0,1400000.0,2102779.0,unknown,18700000.0,Summer,1927779.0
unknown,Another Happy Day,17000000.0,8500.0,355500.0,P4,347000.0,Winter,-16644500.0
2011-11-18 00:00:00,Another Happy Day,4000000.0,1400000.0,978527.0,unknown,18700000.0,Fall,-3021473.0
unknown,Another Year,17000000.0,3200000.0,19700000.0,SPC,16500000.0,Winter,2700000.0
2010-12-29 00:00:00,Another Year,8000000.0,1400000.0,20005613.0,unknown,18700000.0,Winter,12005613.0
unknown,Ant-Man,17000000.0,180200000.0,519300000.0,BV,339100000.0,Winter,502300000.0
2015-07-17 00:00:00,Ant-Man,130000000.0,1400000.0,518858449.0,unknown,18700000.0,Summer,388858449.0
unknown,Ant-Man and the Wasp,17000000.0,216600000.0,622600000.0,BV,406000000.0,Winter,605600000.0
2018-07-06 00:00:00,Ant-Man and the Wasp,130000000.0,1400000.0,623144660.0,unknown,18700000.0,Summer,493144660.0
2015-04-17 00:00:00,Antarctic Edge: 70Âº South,150000.0,1400000.0,7193.0,unknown,18700000.0,Spring,-142807.0
2014-11-28 00:00:00,Antarctica: A Year on Ice,1000000.0,1400000.0,288757.0,unknown,18700000.0,Fall,-711243.0
unknown,Anthropoid,17000000.0,3000000.0,21700000.0,BST,18700000.0,Winter,4700000.0
2016-09-02 00:00:00,Antibirth,2500000.0,1400000.0,0.0,unknown,18700000.0,Fall,-2500000.0
2001-01-12 00:00:00,Antitrust,30000000.0,1400000.0,17865209.0,unknown,18700000.0,Winter,-12134791.0
2013-04-12 00:00:00,Antiviral,3100000.0,1400000.0,123407.0,unknown,18700000.0,Spring,-2976593.0
unknown,Antonio Lopez 1970: Sex Fashion & Disco,17000000.0,43200.0,73200.0,FM,30000.0,Winter,-16926800.0
2002-12-19 00:00:00,Antwone Fisher,12500000.0,1400000.0,23367586.0,unknown,18700000.0,Winter,10867586.0
1998-10-02 00:00:00,Antz,60000000.0,1400000.0,152457863.0,unknown,18700000.0,Fall,92457863.0
unknown,Any Day Now,17000000.0,201000.0,18901000.0,MBox,18700000.0,Winter,1901000.0
1999-12-22 00:00:00,Any Given Sunday,60000000.0,1400000.0,100230832.0,unknown,18700000.0,Winter,40230832.0
2003-09-19 00:00:00,Anything Else,18000000.0,1400000.0,13203044.0,unknown,18700000.0,Fall,-4796956.0
1999-11-12 00:00:00,Anywhere But Here,23000000.0,1400000.0,18653615.0,unknown,18700000.0,Fall,-4346385.0
unknown,Apartment 143,17000000.0,400.0,426400.0,Magn.,426000.0,Winter,-16573600.0
1979-08-15 00:00:00,Apocalypse Now,31500000.0,1400000.0,81250485.0,unknown,18700000.0,Summer,49750485.0
2006-12-08 00:00:00,Apocalypto,40000000.0,1400000.0,121032272.0,unknown,18700000.0,Winter,81032272.0
1995-06-30 00:00:00,Apollo 13,65000000.0,1400000.0,335802271.0,unknown,18700000.0,Summer,270802271.0
unknown,Apollo 18,17000000.0,17700000.0,25600000.0,W/Dim.,7900000.0,Winter,8600000.0
2011-09-02 00:00:00,Apollo 18,5000000.0,1400000.0,26517819.0,unknown,18700000.0,Fall,21517819.0
2008-09-19 00:00:00,Appaloosa,20000000.0,1400000.0,27911453.0,unknown,18700000.0,Fall,7911453.0
unknown,Appropriate Behavior,17000000.0,46900.0,18746900.0,Grav.,18700000.0,Winter,1746900.0
1986-03-27 00:00:00,April Fool's Day,5000000.0,1400000.0,12947763.0,unknown,18700000.0,Spring,7947763.0
unknown,April and the Extraordinary World,17000000.0,295000.0,18995000.0,GK,18700000.0,Winter,1995000.0
2007-04-13 00:00:00,Aqua Teen Hunger Force Colon Movie Film for Theaters,750000.0,1400000.0,5520368.0,unknown,18700000.0,Spring,4770368.0
unknown,Aquaman,17000000.0,335100000.0,1147800000.0,WB,812700000.0,Winter,1130800000.0
2018-12-21 00:00:00,Aquaman,160000000.0,1400000.0,1146894640.0,unknown,18700000.0,Winter,986894640.0
2006-03-03 00:00:00,Aquamarine,12000000.0,1400000.0,22978953.0,unknown,18700000.0,Spring,10978953.0
unknown,Aquarius,17000000.0,286000.0,18986000.0,Vita.,18700000.0,Winter,1986000.0
unknown,Arabian Nights: Volume 1 - The Restless One,17000000.0,12300.0,18712300.0,KL,18700000.0,Winter,1712300.0
unknown,Arabian Nights: Volume 2 - The Desolate One,17000000.0,6400.0,18706400.0,KL,18700000.0,Winter,1706400.0
unknown,Arabian Nights: Volume 3 - The Enchanted One,17000000.0,4500.0,18704500.0,KL,18700000.0,Winter,1704500.0
1990-07-18 00:00:00,Arachnophobia,31000000.0,1400000.0,53208180.0,unknown,18700000.0,Summer,22208180.0
2002-11-15 00:00:00,Ararat,15500000.0,1400000.0,1693000.0,unknown,18700000.0,Fall,-13807000.0
unknown,Arbitrage,17000000.0,7900000.0,35500000.0,RAtt.,27600000.0,Winter,18500000.0
2012-09-14 00:00:00,Arbitrage,12000000.0,1400000.0,35830713.0,unknown,18700000.0,Fall,23830713.0
2014-09-12 00:00:00,Archaeology of a Woman,200000.0,1400000.0,0.0,unknown,18700000.0,Fall,-200000.0
unknown,Archipelago,17000000.0,7800.0,499800.0,KL,492000.0,Winter,-16500200.0
2019-11-08 00:00:00,Arctic Dogs,50000000.0,1400000.0,0.0,unknown,18700000.0,Fall,-50000000.0
2005-01-21 00:00:00,Are We There Yet?,20000000.0,1400000.0,98114471.0,unknown,18700000.0,Winter,78114471.0
2015-05-15 00:00:00,Area 51,5000000.0,1400000.0,7556.0,unknown,18700000.0,Spring,-4992444.0
unknown,Argentina,17000000.0,14900.0,18714900.0,FRun,18700000.0,Winter,1714900.0
unknown,Argento's Dracula 3D,17000000.0,8100.0,18708100.0,IFC,18700000.0,Winter,1708100.0
unknown,Argo,17000000.0,136000000.0,232300000.0,WB,96300000.0,Winter,215300000.0
2012-10-12 00:00:00,Argo,44500000.0,1400000.0,227140757.0,unknown,18700000.0,Fall,182640757.0
1999-07-09 00:00:00,Arlington Road,21500000.0,1400000.0,24419219.0,unknown,18700000.0,Summer,2919219.0
unknown,Armadillo,17000000.0,14600.0,2014600.0,Lorb.,2000000.0,Winter,-14985400.0
1998-07-01 00:00:00,Armageddon,140000000.0,1400000.0,554600000.0,unknown,18700000.0,Summer,414600000.0
2009-12-04 00:00:00,Armored,20000000.0,1400000.0,23661038.0,unknown,18700000.0,Winter,3661038.0
unknown,Army of Crime,17000000.0,37000.0,1237000.0,Lorb.,1200000.0,Winter,-15763000.0
1993-02-19 00:00:00,Army of Darkness,11000000.0,1400000.0,21502976.0,unknown,18700000.0,Winter,10502976.0
2019-12-31 00:00:00,Army of the Dead,90000000.0,1400000.0,0.0,unknown,18700000.0,Winter,-90000000.0
2007-12-31 00:00:00,Arn - Tempelriddaren,16500000.0,1400000.0,21404122.0,unknown,18700000.0,Winter,4904122.0
2007-10-19 00:00:00,Arnolds Park,600000.0,1400000.0,23616.0,unknown,18700000.0,Fall,-576384.0
unknown,Around a Small Mountain,17000000.0,33200.0,164200.0,CGld,131000.0,Winter,-16835800.0
2004-06-16 00:00:00,Around the World in 80 Days,110000000.0,1400000.0,72004159.0,unknown,18700000.0,Summer,-37995841.0
1956-10-17 00:00:00,Around the World in 80 Days,6000000.0,1400000.0,42000000.0,unknown,18700000.0,Fall,36000000.0
2013-05-03 00:00:00,Aroused,150000.0,1400000.0,0.0,unknown,18700000.0,Spring,-150000.0
unknown,Arrival,17000000.0,100500000.0,203300000.0,Par.,102800000.0,Winter,186300000.0
2016-11-11 00:00:00,Arrival,47000000.0,1400000.0,203127894.0,unknown,18700000.0,Fall,156127894.0
2017-06-16 00:00:00,Arrowhead,180000.0,1400000.0,0.0,unknown,18700000.0,Summer,-180000.0
2011-04-08 00:00:00,Arthur,40000000.0,1400000.0,47787943.0,unknown,18700000.0,Spring,7787943.0
unknown,Arthur (2011),17000000.0,33000000.0,45700000.0,WB,12700000.0,Winter,28700000.0
unknown,Arthur Christmas,17000000.0,46500000.0,147500000.0,Sony,101000000.0,Winter,130500000.0
2011-11-23 00:00:00,Arthur Christmas,85000000.0,1400000.0,149717124.0,unknown,18700000.0,Fall,64717124.0
unknown,Arthur Newman,17000000.0,208000.0,18908000.0,Cdgm.,18700000.0,Winter,1908000.0
2010-12-31 00:00:00,Arthur and the War of Two Worlds,45500000.0,1400000.0,36180824.0,unknown,18700000.0,Winter,-9319176.0
2007-01-12 00:00:00,Arthur et les Minimoys,80000000.0,1400000.0,113325743.0,unknown,18700000.0,Winter,33325743.0
2006-09-15 00:00:00,Artie Lange's Beer League,2800000.0,1400000.0,475000.0,unknown,18700000.0,Fall,-2325000.0
2001-06-29 00:00:00,Artificial Intelligence: AI,90000000.0,1400000.0,235900000.0,unknown,18700000.0,Summer,145900000.0
2014-08-29 00:00:00,"As Above, So Below",5000000.0,1400000.0,41824066.0,unknown,18700000.0,Summer,36824066.0
unknown,As Above/So Below,17000000.0,21300000.0,41900000.0,Uni.,20600000.0,Winter,24900000.0
unknown,As Good as Dead,17000000.0,2000.0,55600.0,First,53600.0,Winter,-16944400.0
1997-12-24 00:00:00,As Good as it Gets,50000000.0,1400000.0,314111923.0,unknown,18700000.0,Winter,264111923.0
unknown,As I Open My Eyes,17000000.0,31000.0,18731000.0,KL,18700000.0,Winter,1731000.0
2014-07-11 00:00:00,As It Is in Heaven,450000.0,1400000.0,13486.0,unknown,18700000.0,Summer,-436514.0
unknown,Ashby,17000000.0,4600.0,18704600.0,TFA,18700000.0,Winter,1704600.0
2015-03-03 00:00:00,Ask Me Anything,950000.0,1400000.0,0.0,unknown,18700000.0,Spring,-950000.0
unknown,Assassin's Creed,17000000.0,54600000.0,240900000.0,Fox,186300000.0,Winter,223900000.0
unknown,Assassination (2015),17000000.0,1900000.0,20600000.0,WGUSA,18700000.0,Winter,3600000.0
1995-10-06 00:00:00,Assassins,50000000.0,1400000.0,83306268.0,unknown,18700000.0,Fall,33306268.0
2016-12-21 00:00:00,Assassinâs Creed,125000000.0,1400000.0,240759682.0,unknown,18700000.0,Winter,115759682.0
2005-01-19 00:00:00,Assault On Precinct 13,30000000.0,1400000.0,36040895.0,unknown,18700000.0,Winter,6040895.0
2009-10-23 00:00:00,Astro Boy,65000000.0,1400000.0,41636243.0,unknown,18700000.0,Fall,-23363757.0
2008-07-04 00:00:00,AstÃ©rix aux Jeux Olympiques,113500000.0,1400000.0,132999811.0,unknown,18700000.0,Summer,19499811.0
2012-12-31 00:00:00,AstÃ©rix et ObÃ©lix: Au service de Sa MajestÃ©,77600000.0,1400000.0,60680125.0,unknown,18700000.0,Winter,-16919875.0
unknown,Asura: The City of Madness,17000000.0,176000.0,18876000.0,CJ,18700000.0,Winter,1876000.0
unknown,At Any Price,17000000.0,381000.0,19081000.0,SPC,18700000.0,Winter,2081000.0
1999-01-15 00:00:00,At First Sight,40000000.0,1400000.0,22365133.0,unknown,18700000.0,Winter,-17634867.0
2001-06-08 00:00:00,Atlantis: The Lost Empire,90000000.0,1400000.0,186049020.0,unknown,18700000.0,Summer,96049020.0
2012-10-12 00:00:00,Atlas Shrugged: Part II,10000000.0,1400000.0,3336053.0,unknown,18700000.0,Fall,-6663947.0
2014-09-12 00:00:00,Atlas Shrugged: Who Is John Galt?,5000000.0,1400000.0,851690.0,unknown,18700000.0,Fall,-4148310.0
unknown,Atomic Blonde,17000000.0,51700000.0,100000000.0,Focus,48300000.0,Winter,83000000.0
2017-07-28 00:00:00,Atomic Blonde,30000000.0,1400000.0,98345423.0,unknown,18700000.0,Summer,68345423.0
2007-12-07 00:00:00,Atonement,30000000.0,1400000.0,129779728.0,unknown,18700000.0,Winter,99779728.0
unknown,Attack on Titan: Part 1,17000000.0,450000.0,19150000.0,FUN,18700000.0,Winter,2150000.0
unknown,Attack on Titan: Part 2,17000000.0,306000.0,19006000.0,FUN,18700000.0,Winter,2006000.0
unknown,Attack the Block,17000000.0,1000000.0,5800000.0,SGem,4800000.0,Winter,-11200000.0
2011-07-29 00:00:00,Attack the Block,13000000.0,1400000.0,6459183.0,unknown,18700000.0,Summer,-6540817.0
unknown,Attenberg,17000000.0,24000.0,69900.0,Strand,45900.0,Winter,-16930100.0
2008-07-11 00:00:00,August,3400000.0,1400000.0,12636.0,unknown,18700000.0,Summer,-3387364.0
2007-11-21 00:00:00,August Rush,25000000.0,1400000.0,65882103.0,unknown,18700000.0,Fall,40882103.0
unknown,August: Osage County,17000000.0,37700000.0,74200000.0,Wein.,36500000.0,Winter,57200000.0
2013-12-25 00:00:00,August: Osage County,25000000.0,1400000.0,50738810.0,unknown,18700000.0,Winter,25738810.0
unknown,Aurora,17000000.0,5700.0,10800.0,CGld,5100.0,Winter,-16989200.0
unknown,Austenland,17000000.0,2200000.0,20900000.0,SPC,18700000.0,Winter,3900000.0
2002-07-25 00:00:00,Austin Powers in Goldmember,63000000.0,1400000.0,296338663.0,unknown,18700000.0,Summer,233338663.0
1997-05-02 00:00:00,Austin Powers: International Man of Mystery,18000000.0,1400000.0,67683989.0,unknown,18700000.0,Spring,49683989.0
1999-06-10 00:00:00,Austin Powers: The Spy Who Shagged Me,35000000.0,1400000.0,312383487.0,unknown,18700000.0,Summer,277383487.0
2008-11-26 00:00:00,Australia,130000000.0,1400000.0,215080810.0,unknown,18700000.0,Fall,85080810.0
unknown,Author: The JT LeRoy Story,17000000.0,86000.0,18786000.0,Magn.,18700000.0,Winter,1786000.0
2002-10-18 00:00:00,Auto Focus,7000000.0,1400000.0,2703821.0,unknown,18700000.0,Fall,-4296179.0
2000-08-11 00:00:00,Autumn in New York,40000000.0,1400000.0,90717684.0,unknown,18700000.0,Summer,50717684.0
2014-10-10 00:00:00,AutÃ³mata,15000000.0,1400000.0,6775458.0,unknown,18700000.0,Fall,-8224542.0
2009-12-18 00:00:00,Avatar,425000000.0,1400000.0,2776345279.0,unknown,18700000.0,Winter,2351345279.0
unknown,Avatar: Special Edition,17000000.0,10700000.0,33200000.0,Fox,22500000.0,Winter,16200000.0
unknown,Avengers: Age of Ultron,17000000.0,459000000.0,1405400000.0,BV,946400000.0,Winter,1388400000.0
2015-05-01 00:00:00,Avengers: Age of Ultron,330600000.0,1400000.0,1403013963.0,unknown,18700000.0,Spring,1072413963.0
unknown,Avengers: Infinity War,17000000.0,678800000.0,678801369.5,BV,1369.5,Winter,661801369.5
2018-04-27 00:00:00,Avengers: Infinity War,300000000.0,1400000.0,2048134200.0,unknown,18700000.0,Spring,1748134200.0
2007-11-30 00:00:00,Awake,8600000.0,1400000.0,32968648.0,unknown,18700000.0,Fall,24368648.0
unknown,Awake: The Life of Yogananda,17000000.0,1500000.0,20200000.0,CF&SR,18700000.0,Winter,3200000.0
2009-06-05 00:00:00,Away We Go,21000000.0,1400000.0,10108016.0,unknown,18700000.0,Summer,-10891984.0
2002-07-19 00:00:00,Ayurveda: Art of Being,300000.0,1400000.0,2066892.0,unknown,18700000.0,Summer,1766892.0
2015-12-31 00:00:00,Aztec Warrior,5000000.0,1400000.0,0.0,unknown,18700000.0,Winter,-5000000.0
2010-01-26 00:00:00,B-Girl,700000.0,1400000.0,1160.0,unknown,18700000.0,Winter,-698840.0
unknown,BOMBSHELL: The Hedy Lamarr Story,17000000.0,820000.0,19520000.0,Zeit.,18700000.0,Winter,2520000.0
unknown,BPM (Beats Per Minute),17000000.0,125000.0,18825000.0,Orch.,18700000.0,Winter,1825000.0
unknown,Baaghi,17000000.0,438000.0,19138000.0,UTV,18700000.0,Winter,2138000.0
unknown,Baaghi 2,17000000.0,1300000.0,31200000.0,FIP,29900000.0,Winter,14200000.0
unknown,Baahubali 2: The Conclusion,17000000.0,20200000.0,254200000.0,GrtIndia,234000000.0,Winter,237200000.0
2017-04-28 00:00:00,Baahubali 2: The Conclusion,30000000.0,1400000.0,263502914.0,unknown,18700000.0,Spring,233502914.0
unknown,Baahubali: The Beginning,17000000.0,6700000.0,25400000.0,BSC,18700000.0,Winter,8400000.0
2015-07-10 00:00:00,Baahubali: The Beginning,40000000.0,1400000.0,26736665.0,unknown,18700000.0,Summer,-13263335.0
unknown,Baar Baar Dekho,17000000.0,982000.0,19682000.0,Eros,18700000.0,Winter,2682000.0
1995-08-04 00:00:00,Babe,30000000.0,1400000.0,246100000.0,unknown,18700000.0,Summer,216100000.0
1998-11-25 00:00:00,Babe: Pig in the City,80000000.0,1400000.0,69131860.0,unknown,18700000.0,Fall,-10868140.0
2006-10-27 00:00:00,Babel,20000000.0,1400000.0,132121212.0,unknown,18700000.0,Fall,112121212.0
unknown,Babies,17000000.0,7300000.0,9500000.0,Focus,2200000.0,Winter,-7500000.0
2001-06-27 00:00:00,Baby Boy,16000000.0,1400000.0,28734552.0,unknown,18700000.0,Summer,12734552.0
unknown,Baby Driver,17000000.0,107800000.0,226900000.0,TriS,119100000.0,Winter,209900000.0
2017-06-28 00:00:00,Baby Driver,34000000.0,1400000.0,228104185.0,unknown,18700000.0,Summer,194104185.0
1999-03-12 00:00:00,Baby Geniuses,13000000.0,1400000.0,27151490.0,unknown,18700000.0,Spring,14151490.0
2008-04-25 00:00:00,Baby Mama,30000000.0,1400000.0,64170447.0,unknown,18700000.0,Spring,34170447.0
1994-07-01 00:00:00,Baby's Day Out,50000000.0,1400000.0,16581575.0,unknown,18700000.0,Summer,-33418425.0
2008-08-29 00:00:00,Babylon A.D.,45000000.0,1400000.0,70216497.0,unknown,18700000.0,Summer,25216497.0
1999-01-22 00:00:00,Bacheha-Ye aseman,180000.0,1400000.0,1628579.0,unknown,18700000.0,Winter,1448579.0
unknown,Bachelorette,17000000.0,448000.0,11948000.0,RTWC,11500000.0,Winter,-5052000.0
2012-09-07 00:00:00,Bachelorette,3000000.0,1400000.0,12577401.0,unknown,18700000.0,Fall,9577401.0
unknown,Back in Time (Congcong Nanian),17000000.0,569000.0,19269000.0,CL,18700000.0,Winter,2269000.0
unknown,Back to 1942,17000000.0,313000.0,19013000.0,CL,18700000.0,Winter,2013000.0
unknown,Back to Burgundy,17000000.0,258000.0,11658000.0,MBox,11400000.0,Winter,-5342000.0
1985-07-03 00:00:00,Back to the Future,19000000.0,1400000.0,385524784.0,unknown,18700000.0,Summer,366524784.0
unknown,Back to the Future Day,17000000.0,1700000.0,4900000.0,UHE,3200000.0,Winter,-12100000.0
1989-11-22 00:00:00,Back to the Future Part II,40000000.0,1400000.0,332000000.0,unknown,18700000.0,Fall,292000000.0
1990-05-24 00:00:00,Back to the Future Part III,40000000.0,1400000.0,244088654.0,unknown,18700000.0,Spring,204088654.0
unknown,Back to the Jurassic,17000000.0,4400.0,18704400.0,CJ,18700000.0,Winter,1704400.0
2018-04-24 00:00:00,Backstabbing For Beginners,8000000.0,1400000.0,343773.0,unknown,18700000.0,Spring,-7656227.0
1995-04-07 00:00:00,Bad Boys,23000000.0,1400000.0,141247413.0,unknown,18700000.0,Spring,118247413.0
2003-07-18 00:00:00,Bad Boys II,130000000.0,1400000.0,273271982.0,unknown,18700000.0,Summer,143271982.0
2002-06-07 00:00:00,Bad Company,70000000.0,1400000.0,69157016.0,unknown,18700000.0,Summer,-842984.0
2009-11-20 00:00:00,Bad Lieutenant: Port of Call New Orleans,25000000.0,1400000.0,12413949.0,unknown,18700000.0,Fall,-12586051.0
unknown,Bad Moms,17000000.0,113300000.0,184000000.0,STX,70700000.0,Winter,167000000.0
2016-07-29 00:00:00,Bad Moms,20000000.0,1400000.0,180998716.0,unknown,18700000.0,Summer,160998716.0
unknown,Bad Samaritan,17000000.0,3400000.0,22100000.0,Electric,18700000.0,Winter,5100000.0
2003-11-26 00:00:00,Bad Santa,18000000.0,1400000.0,77147031.0,unknown,18700000.0,Fall,59147031.0
unknown,Bad Santa 2,17000000.0,17800000.0,36500000.0,BG,18700000.0,Winter,19500000.0
unknown,Bad Teacher,17000000.0,100300000.0,216200000.0,Sony,115900000.0,Winter,199200000.0
2011-06-24 00:00:00,Bad Teacher,19000000.0,1400000.0,215448997.0,unknown,18700000.0,Summer,196448997.0
unknown,Bad Times At The El Royale,17000000.0,17800000.0,31800000.0,Fox,14000000.0,Winter,14800000.0
2018-10-12 00:00:00,Bad Times at the El Royale,32000000.0,1400000.0,29204379.0,unknown,18700000.0,Fall,-2795621.0
